"s","t","mu_weighted","mu_unweighted","simultaneous_lower","simultaneous_upper","simultaneous_excludes_zero"
56.25,67.5,-0.00433629984986464,-0.0188401945719212,-0.0128404539174877,0.00416785421775841,0
56.5,67.5,-0.00248637608633812,-0.0149577460435336,-0.00874847834215612,0.00377572616947989,0
56.75,67.5,-0.000582561710376247,-0.0109585740566942,-0.0050476195003759,0.0038824960796234,0
57,67.5,0.00134552570867355,-0.00690583443995115,-0.00267748278570813,0.00536853420305522,0
57.25,67.5,0.00326444329782291,-0.00287061628831301,-0.00209035883395848,0.00861924542960429,0
57.5,67.5,0.00514128144030154,0.00107713034459867,-0.00240674020525476,0.0126893030858578,0
57.75,67.5,0.00694523053036415,0.00487193311510465,-0.00303191523983286,0.0169223763005612,0
58,67.5,0.00864700165253777,0.00845165733604122,-0.00375647952377214,0.0210504828288477,0
58.25,67.5,0.0102179942114566,0.011755762356559,-0.0044952555651904,0.0249312439881037,0
58.5,67.5,0.0116312988958427,0.0147272735869742,-0.00520325336485267,0.0284658511565381,0
58.75,67.5,0.0128689665516364,0.0173285389254001,-0.00585525288810175,0.0315931859913745,0
59,67.5,0.0139253568999059,0.0195480980779094,-0.00643886162937511,0.0342895754291869,0
59.25,67.5,0.0148036101501921,0.02139291892778,-0.00694966367398594,0.0365568839743702,0
59.5,67.5,0.0155155475299563,0.0228881975967482,-0.00738840126849844,0.038419496328411,0
59.75,67.5,0.0160756328372791,0.024064535768227,-0.0077601012117448,0.0399113668863031,0
60,67.5,0.0165010107170157,0.0249580676281844,-0.00807268203385814,0.0410747034678896,0
60.25,67.5,0.01668359420993,0.0253465408629137,-0.00828004403394257,0.0416472324538025,0
60.5,67.5,0.0167642230084288,0.0255211167453881,-0.0084448561963636,0.0419733022132213,0
60.75,67.5,0.0167611990120844,0.0255202758578662,-0.00857692343362831,0.0420993214577971,0
61,67.5,0.0166929190022852,0.0253826975289185,-0.00868598451721113,0.0420718225217814,0
61.25,67.5,0.0163861845339958,0.0247405610384417,-0.00867278092488732,0.0414451499928789,0
61.5,67.5,0.0160444379944991,0.0240250153691984,-0.00864740266327015,0.0407362786522683,0
61.75,67.5,0.0156789410367326,0.0232596829833916,-0.00861537462948328,0.0399732567029485,0
62,67.5,0.0153009553136341,0.0224681863432246,-0.00858211218765103,0.0391840228149192,0
52,67.75,-0.0142191304908241,-0.0406273886064804,-0.0387179277704386,0.0102796667887904,0
52.25,67.75,-0.0143814623360735,-0.0410252854877826,-0.0390449188520643,0.0102819941799173,0
52.5,67.75,-0.0145342870884935,-0.0414019102387475,-0.0393513008812065,0.0102827267042194,0
52.75,67.75,-0.0146703002493689,-0.0417407795144506,-0.0396189925485449,0.010278392049807,0
53,67.75,-0.014782197319984,-0.0420254099699671,-0.0398298499014575,0.0102654552614895,0
53.25,67.75,-0.0147184276710977,-0.0419473424000113,-0.0395694037197492,0.0101325483775538,0
53.5,67.75,-0.0146091113482757,-0.0417664570410609,-0.0392030769859441,0.00998485428939273,0
53.75,67.75,-0.0144404588843312,-0.0414516594983498,-0.0386955066549822,0.00981458888631989,0
54,67.75,-0.014198844980137,-0.0409722167974486,-0.0380116671704953,0.00961397721022133,0
54.25,67.75,-0.0135164228711399,-0.0395158747304165,-0.036297111369542,0.00926426562726221,0
54.5,67.75,-0.0127363515812337,-0.0378391029184012,-0.0343441580903251,0.00887145492785768,0
54.75,67.75,-0.0118460510061667,-0.0359136078412504,-0.0321198137749932,0.00842771176265989,0
55,67.75,-0.0108352165921865,-0.0337162111705688,-0.029596902158,0.00792646897362704,0
55.25,67.75,-0.00969049729525153,-0.0312181036745118,-0.0267443721342912,0.00736337754378814,0
55.5,67.75,-0.00841229292284007,-0.0284189051232538,-0.0235608954181124,0.00673630957243222,0
55.75,67.75,-0.00700362073816258,-0.0253251077979698,-0.0200596969593669,0.00605245548304173,0
56,67.75,-0.00547774815561165,-0.0219662141618611,-0.0162900752953601,0.00533457898413676,0
56.25,67.75,-0.00385557984289894,-0.01838911760397,-0.0123455487391318,0.00463438905333389,0
56.5,67.75,-0.00215992356051609,-0.0146450717508085,-0.00839640225368443,0.00407655513265224,0
56.75,67.75,-0.000414914977617285,-0.0107883813957319,-0.00485681104133825,0.00402698108610368,0
57,67.75,0.00135231037853151,-0.00687997355074183,-0.00267906447145178,0.00538368522851481,0
57.25,67.75,0.00311110951302497,-0.00298842353734709,-0.00228622903520311,0.00850844806125306,0
57.5,67.75,0.00483132797498756,0.000818792209897308,-0.00277727493076305,0.0124399308807382,0
57.75,67.75,0.00648473534101725,0.00447851693782618,-0.00356266109967774,0.0165321317817122,0
58,67.75,0.00804449327807486,0.00793081587797239,-0.00443478681067138,0.0205237733668211,0
58.25,67.75,0.00948439254559219,0.0111172948577537,-0.00530774630103,0.0242765313922144,0
58.5,67.75,0.010779773946361,0.0139829990165291,-0.0061351298444166,0.0276946777371386,0
58.75,67.75,0.0119141849098275,0.0164916188914522,-0.00689051801270421,0.0307188878323592,0
59,67.75,0.0128824508965042,0.018632111265393,-0.00756110603464902,0.0333260078276574,0
59.25,67.75,0.0136874456332056,0.0204112041766701,-0.00814291090926752,0.0355178021756786,0
59.5,67.75,0.0143399998295963,0.0218532043075202,-0.00863760838739657,0.0373176080465892,0
59.75,67.75,0.0148533681159358,0.0229876280230937,-0.00905146114887572,0.0387581973807472,0
60,67.75,0.0152432635573116,0.0238493248425581,-0.00939381554338208,0.0398803426580052,0
60.25,67.75,0.0154105565619882,0.0242240693180589,-0.00960931614761348,0.0404304292715899,0
60.5,67.75,0.0154843960771955,0.0243925432318736,-0.00977264321962116,0.0407414353740121,0
60.75,67.75,0.0154815569248171,0.0243918569898551,-0.00989510733468657,0.0408582211843207,0
61,67.75,0.0154189009009206,0.0242593126505314,-0.00998797967790812,0.0408257814797494,0
61.25,67.75,0.0151377257256975,0.0236401036748763,-0.00994044223795147,0.0402158936893464,0
61.5,67.75,0.0148244573129341,0.0229501040383232,-0.00987745946514598,0.0395263740910142,0
61.75,67.75,0.0144894183443657,0.0222120938205992,-0.00980559328071709,0.0387844299694484,0
62,67.75,0.0141429315017274,0.0214488531014322,-0.00973129807475339,0.0380171610782082,0
52,68,-0.0124370646978261,-0.0390084637776651,-0.0369947882973856,0.0121206589017333,0
52.25,68,-0.0125801186407473,-0.0393890597653282,-0.0373134739265161,0.0121532366450215,0
52.5,68,-0.0127147616451734,-0.0397493604636986,-0.037612182869858,0.0121826595795111,0
52.75,68,-0.0128345336688444,-0.0400736355557776,-0.0378735161122616,0.0122044487745729,0
53,68,-0.0129329746694998,-0.0403461547245657,-0.0380800216586903,0.0122140723196908,0
53.25,68,-0.0128755117662832,-0.0402734813453584,-0.0378313491928612,0.0120803256602948,0
53.5,68,-0.0127777683365107,-0.0401026862929645,-0.0374805273248374,0.011924990651816,0
53.75,68,-0.0126275487105789,-0.0398040963311379,-0.0369937675906415,0.0117386701694837,0
54,68,-0.012412802554184,-0.0393483828817644,-0.036337634890199,0.011512029781831,0
54.25,68,-0.0118079204657103,-0.0379608938838413,-0.0346912153405479,0.0110753744091274,0
54.5,68,-0.0111166794002555,-0.0363630432245014,-0.0328157035509067,0.0105823447503956,0
54.75,68,-0.0103279520770112,-0.0345278325804858,-0.0306798155702495,0.010023911416227,0
55,68,-0.00943262401523219,-0.0324331445867667,-0.0282578862939185,0.00939263826345416,0
55.25,68,-0.00841886631103222,-0.0300515227491701,-0.0255206915712506,0.00868295894918614,0
55.5,68,-0.00728705330682849,-0.027382568604903,-0.0224674840364096,0.00789337742275264,0
55.75,68,-0.00603985856902816,-0.0244324690544231,-0.0191118804719854,0.00703216333392907,0
56,68,-0.00468902276605279,-0.0212293666385792,-0.0155025363685467,0.00612449083644108,0
56.25,68,-0.00325303835827461,-0.0178180046840357,-0.0117316588177114,0.00522558210116217,0
56.5,68,-0.0017520798230532,-0.0142472893854987,-0.00796919338512086,0.00446503373901446,0
56.75,68,-0.000207495146140606,-0.010569040230479,-0.00463319715353743,0.00421820686125622,0
57,68,0.00135671225190462,-0.00684139230610664,-0.00268232519003985,0.00539574969384909,0
57.25,68,0.00291343265762048,-0.00312977219956494,-0.00251439826162921,0.00834126357687018,0
57.5,68,0.0044359884797684,0.000501442088278415,-0.0032131207999279,0.0120850977594647,0
57.75,68,0.00589940407954723,0.00399199428382694,-0.00419211452781514,0.0159909226869096,0
58,68,0.00727993366778534,0.00728470514188534,-0.00524391572059709,0.0198037830561678,0
58.25,68,0.00855438586174081,0.0103238689911198,-0.00628093751895132,0.0233897092424329,0
58.5,68,0.00970094107215425,0.0130570607254105,-0.007254677145252,0.0266565592895605,0
58.75,68,0.010705035542738,0.0154496523435624,-0.00813712577740097,0.029547196862877,0
59,68,0.0115620826951979,0.0174911227204901,-0.00891496371189223,0.032039129102288,0
59.25,68,0.0122746200955369,0.0191878992809531,-0.00958470730943113,0.0341339475005049,0
59.5,68,0.0128522285071433,0.0205631745587514,-0.0101492386258602,0.0358536956401468,0
59.75,68,0.013306636600346,0.0216451055484427,-0.010616338242456,0.037229611443148,0
60,68,0.0136517507387394,0.0224669328013518,-0.0109970930422675,0.0383005945197464,0
60.25,68,0.0137997481991032,0.0228244805066031,-0.0112249203247077,0.0388244167229141,0
60.5,68,0.0138650213945475,0.0229853091213843,-0.0113890646381546,0.0391191074272496,0
60.75,68,0.0138624178843292,0.0229848130469569,-0.011502668024093,0.0392275037927514,0
61,68,0.0138068622216684,0.0228585694536851,-0.0115788591830561,0.0391925836263929,0
61.25,68,0.013557945581538,0.0222680730520772,-0.0114910918028225,0.0386069829658986,0
61.5,68,0.0132806195328462,0.0216100652824449,-0.0113838828351698,0.0379451219008623,0
61.75,68,0.0129840216961743,0.020906271262793,-0.0112650307236226,0.0372330741159713,0
62,68,0.0126772896921037,0.0201784161111267,-0.0111422297371293,0.0364968091213366,0
52,68.25,-0.01036654023748,-0.0371252917221138,-0.034975429108108,0.0142423486331481,0
52.25,68.25,-0.0104871751288073,-0.0374857894219744,-0.0352829276727192,0.0143085774151047,0
52.5,68.25,-0.0106006745162598,-0.0378271257467154,-0.0355712841698249,0.0143699351373054,0
52.75,68.25,-0.0107015608805763,-0.0381344445541165,-0.0358239424019852,0.0144208206408327,0
53,68.25,-0.0107843567024955,-0.0383928897019564,-0.0360243017961289,0.0144555883911379,0
53.25,68.25,-0.0107342540733592,-0.0383264490731871,-0.0357896124920492,0.0143211043453308,0
53.5,68.25,-0.0106499980545181,-0.038167338412884,-0.0354574789479821,0.0141574828389458,0
53.75,68.25,-0.0105212473637214,-0.0378875342685801,-0.0349959536576523,0.0139534589302095,0
54,68.25,-0.0103377841390726,-0.037459338391057,-0.0343734541842697,0.0136978859061246,0
54.25,68.25,-0.00982314811031013,-0.0361517423626452,-0.032809462120271,0.0131631658996508,0
54.5,68.25,-0.0092352892036242,-0.0346454725389993,-0.0310277329016167,0.0125571544943683,0
54.75,68.25,-0.00856477052692299,-0.0329150341224368,-0.0289989375909763,0.0118693965371303,0
55,68.25,-0.00780386227195416,-0.0309395413653846,-0.0266991114388664,0.0110913868949581,0
55.25,68.25,-0.0069425069896616,-0.028693107553246,-0.0241010850016449,0.0102160710223217,0
55.5,68.25,-0.00598104895775965,-0.0261753136268341,-0.0212046796767505,0.00924258176123126,0
55.75,68.25,-0.00492176174463647,-0.0233919921169903,-0.0180238201254702,0.00818029663619729,0
56,68.25,-0.00377460950498707,-0.0203697070525163,-0.0146062415768915,0.00705702256691733,0
56.25,68.25,-0.00255527800663327,-0.0171507059209422,-0.0110423909297909,0.00593183491652436,0
56.5,68.25,-0.00128087783559611,-0.0137811699264897,-0.00750097992267655,0.00493922425148434,0
56.75,68.25,3.0486539471784e-05,-0.0103100334867567,-0.00440052334067005,0.00446149641961362,0
57,68.25,0.00135845600086244,-0.00679219073662009,-0.00269737605918551,0.0054142880609104,0
57.25,68.25,0.00268003199446768,-0.0032894132166769,-0.0027718472674953,0.00813191125643067,0
57.5,68.25,0.00397258244055878,0.000137517727388663,-0.00370167667110907,0.0116468415522266,0
57.75,68.25,0.00521491882057835,0.00343171268607284,-0.00490014850835754,0.0153299861495142,0
58,68.25,0.00638689372631592,0.00653919096564811,-0.00615740183517468,0.0189311892878065,0
58.25,68.25,0.00746882730011411,0.00940736758798374,-0.00738290786651989,0.0223205624667481,0
58.5,68.25,0.00844220406460351,0.011986753880326,-0.00852529761513888,0.0254097057443459,0
58.75,68.25,0.00929465817224504,0.0142446734528049,-0.00955453821055962,0.0281438545550497,0
59,68.25,0.0100222873516522,0.0161712109847699,-0.0104566482709603,0.0305012229742647,0
59.25,68.25,0.0106272381292626,0.0177724448167591,-0.0112286608629463,0.0324831371214715,0
59.5,68.25,0.0111176369135145,0.0190702741498593,-0.0118748678422137,0.0341101416692427,0
59.75,68.25,0.0115034367901062,0.0200912780881104,-0.0124047902343211,0.0354116638145335,0
60,68.25,0.0117964418229155,0.0208668296352996,-0.0128315123013884,0.0364243959472195,0
60.25,68.25,0.0119219880233177,0.0212044151908769,-0.0130755274335034,0.0369195034801389,0
60.5,68.25,0.0119772949552469,0.0213563677127546,-0.0132428174207744,0.0371974073312681,0
60.75,68.25,0.0119749675597214,0.0213560898579011,-0.0133486308244676,0.0372985659439104,0
61,68.25,0.0119276761581921,0.0212371567416784,-0.0134082280939074,0.0372635804102916,0
61.25,68.25,0.0117162974446711,0.0206799853871769,-0.0132754942292135,0.0367080891185557,0
61.5,68.25,0.0114807960032179,0.0200591088041636,-0.0131187268163354,0.0360803188227712,0
61.75,68.25,0.0112289304638392,0.0193950276555271,-0.0129471299473651,0.0354049908750435,0
62,68.25,0.0109684594565418,0.0187082426041563,-0.0127698074296269,0.0347067263427106,0
52,68.5,-0.00809872296236405,-0.0350558341146284,-0.032788762716626,0.0165913167918979,0
52.25,68.5,-0.00819478403848756,-0.0353942651254046,-0.0330826325451435,0.0166930644681684,0
52.5,68.5,-0.00828510823330175,-0.0357147790786733,-0.0333583528002233,0.0167881363336198,0
52.75,68.5,-0.00836529540502557,-0.036003479167333,-0.0336003214164549,0.0168697306064037,0
53,68.5,-0.00843094541187781,-0.0362464685842818,-0.0337928986129611,0.0169310077892055,0
53.25,68.5,-0.00838893366687281,-0.0361868460668856,-0.0335730770911599,0.0167952097574143,0
53.5,68.5,-0.00831948718218872,-0.0360405362598141,-0.0332612312828641,0.0166222569184866,0
53.75,68.5,-0.00821429809569335,-0.0357813262053782,-0.032827419022307,0.0163988228309203,0
54,68.5,-0.00806515793220504,-0.035383306801995,-0.0322420692937375,0.0161117534293275,0
54.25,68.5,-0.00764950592178659,-0.034163359041315,-0.0307693347621357,0.0154703229185626,0
54.5,68.5,-0.00717503529172688,-0.032757563984561,-0.0290916941890988,0.014741623605645,0
54.75,68.5,-0.00663416276056217,-0.0311420767986408,-0.0271819144698564,0.013913588948732,0
55,68.5,-0.00602067689403572,-0.029297363310279,-0.0250178314551756,0.0129764776671041,0
55.25,68.5,-0.00532646311860836,-0.0271992590721094,-0.0225744609739221,0.0119215347367054,0
55.5,68.5,-0.00455183235449409,-0.0248473228471549,-0.0198521601990485,0.0107484954900603,0
55.75,68.5,-0.00369861945923869,-0.0222469983795657,-0.0168650926313389,0.00946785371286155,0
56,68.5,-0.00277484043314317,-0.0194231175554216,-0.0136598984022769,0.00811021753599053,0
56.25,68.5,-0.00179310330324032,-0.0164151889763596,-0.0103249949649941,0.00673878835851344,0
56.5,68.5,-0.000767158905554876,-0.0132664034641143,-0.00702713711214443,0.00549281930103467,0
56.75,68.5,0.000288444991782611,-0.010022529361655,-0.00418163111195706,0.00475852109552228,0
57,68.5,0.00135734549471107,-0.00673490422636285,-0.00273296087558986,0.005447651865012,0
57.25,68.5,0.00242105228156432,-0.00346128867515275,-0.00305472525982505,0.00789682982295369,0
57.5,68.5,0.00346136951837039,-0.000258517208621545,-0.00422951229881735,0.0111522513355581,0
57.75,68.5,0.00446126158879913,0.00282021543925914,-0.00566547675793924,0.0145879999355375,0
58,68.5,0.005404527050893,0.00572443851428121,-0.00714716049283695,0.017956214594623,0
58.25,68.5,0.00627533680897402,0.00840499149467356,-0.00857961581621702,0.0211302894341651,0
58.5,68.5,0.00705879869261697,0.01081560797338,-0.00990778164441777,0.0240253790296517,0
58.75,68.5,0.00774495720174928,0.0129257530229485,-0.0110991456890837,0.0265890600925823,0
59,68.5,0.00833066062892118,0.0147261759333818,-0.012138884002247,0.0288002052600893,0
59.25,68.5,0.00881762678337447,0.016222571873315,-0.013024518407065,0.0306597719738139,0
59.5,68.5,0.00921238727188166,0.0174354207616483,-0.0137618823107809,0.0321866568545442,0
59.75,68.5,0.00952294805755059,0.0183895702276076,-0.0143623970190106,0.0334082931341118,0
60,68.5,0.00975880775964113,0.0191143439964593,-0.014841340552849,0.0343589560721313,0
60.25,68.5,0.00985973437356297,0.0194300236479307,-0.0151048701919994,0.0348243389391253,0
60.5,68.5,0.00990411344382409,0.0195722347735051,-0.0152774793856056,0.0350857062732538,0
60.75,68.5,0.00990209056060001,0.0195721945006475,-0.0153767419995407,0.0351809231207407,0
61,68.5,0.00986386395837275,0.0194612811015887,-0.0154202683323352,0.0351479962490807,0
61.25,68.5,0.00969365180207825,0.0189406761846139,-0.0152390606477074,0.0346263642518639,0
61.5,68.5,0.00950401793847322,0.018360542424468,-0.0150287758915385,0.0340368117684849,0
61.75,68.5,0.00930120872037569,0.0177400369153789,-0.0148001589532121,0.0334025763939635,0
62,68.5,0.00909147050060375,0.0170983167515751,-0.0145638581234896,0.0327467991246971,0
52,68.75,-0.00573068707897144,-0.0328832532108098,-0.0305638023537353,0.0191024281957924,0
52.25,68.75,-0.00580107016199486,-0.033198533351271,-0.0308421521442927,0.019240011820303,0
52.5,68.75,-0.00586717842215141,-0.0334972013788643,-0.0311034517740545,0.0193690949297517,0
52.75,68.75,-0.00592573791883013,-0.0337663665997035,-0.0313331115842114,0.0194816357465511,0
53,68.75,-0.0059734747114199,-0.0339931383199021,-0.031516508283874,0.0195695588610342,0
53.25,68.75,-0.00593994018216733,-0.0339406493002732,-0.0313111267333762,0.0194312463690415,0
53.5,68.75,-0.0058859940223315,-0.0338077474666487,-0.0310195658907412,0.0192475778460782,0
53.75,68.75,-0.0058054539455846,-0.0335701186316221,-0.0306139486646721,0.0190030407735029,0
54,68.75,-0.00569221192731758,-0.0332037300781889,-0.0300667688240092,0.018682344969374,0
54.25,68.75,-0.00538005459888855,-0.0320756827174153,-0.0286884394040382,0.0179283302062611,0
54.5,68.75,-0.00502413564696531,-0.0307752400113728,-0.0271188735238341,0.0170706022299034,0
54.75,68.75,-0.00461880942940756,-0.0292802875208353,-0.0253329697669925,0.0160953509081774,0
55,68.75,-0.00415945171675339,-0.0275727085314448,-0.0233103767054693,0.0149914732719625,0
55.25,68.75,-0.00363997925071404,-0.0256301445005021,-0.0210283271991791,0.013748368697751,0
55.5,68.75,-0.00306066769906271,-0.0234521312643692,-0.0184876606012778,0.0123663252031524,0
55.75,68.75,-0.00242289323278792,-0.0210437049049588,-0.0157027214222536,0.0108569349566777,0
56,68.75,-0.00173263528242222,-0.018427880817962,-0.0127189708477215,0.00925370028287701,0
56.25,68.75,-0.000999284576012778,-0.0156412952410667,-0.00962268257900164,0.00762411342697608,0
56.5,68.75,-0.000233079881174225,-0.0127240028552123,-0.00657811419255114,0.0061119544302027,0
56.75,68.75,0.000555148961818004,-0.00971845158935409,-0.00399399696562135,0.00510429488925735,0
57,68.75,0.00135321647183607,-0.00667224908088664,-0.00279436989819394,0.00550080284186608,0
57.25,68.75,0.00214734503141917,-0.0036389495953403,-0.0033577228055964,0.00765241286843475,0
57.5,68.75,0.00292397626081849,-0.000671248484132024,-0.004782148984791,0.010630101506428,0
57.75,68.75,0.00367041580747323,0.00218153420808897,-0.00646547019016225,0.0138063018051087,0
58,68.75,0.00437458720355544,0.00487260865162249,-0.00818319854013792,0.0169323729472488,0
58.25,68.75,0.00502468684501367,0.00735640556643335,-0.009834447277749,0.0198838209677763,0
58.5,68.75,0.00560961027290819,0.00959003775270366,-0.0113596683954256,0.0225788889412419,0
58.75,68.75,0.00612192180904209,0.0115452159531875,-0.0127234392837967,0.0249672829018808,0
59,68.75,0.00655925451270715,0.0132133863112821,-0.0139099011043242,0.0270284101297385,0
59.25,68.75,0.00692287812038067,0.0145998420768337,-0.0149170011173369,0.0287627573580982,0
59.5,68.75,0.0072176571252609,0.0157235747157268,-0.0157521756152482,0.03018748986577,0
59.75,68.75,0.00744956201202566,0.016607616056188,-0.016428840194468,0.0313279642185193,0
60,68.75,0.00762568129721749,0.0172791407780002,-0.0169645958299452,0.0322159584243802,0
60.25,68.75,0.00770087180724744,0.017571847090632,-0.0172502051486457,0.0326519487631406,0
60.5,68.75,0.00773382834832061,0.0177038413410486,-0.0174299676907591,0.0328976243874003,0
60.75,68.75,0.00773212548670757,0.0177040487515466,-0.0175239356666584,0.0329881866400735,0
61,68.75,0.00770337711831588,0.0176015438250931,-0.0175522217537739,0.0329589759904056,0
61.25,68.75,0.00757620164084677,0.0171192843949434,-0.0173204010560093,0.0324728043377029,0
61.5,68.75,0.00743451900104786,0.0165818757285783,-0.017054170324487,0.0319232083265827,0
61.75,68.75,0.0072829945887915,0.0160070659711827,-0.016765909497575,0.031331898675158,0
62,68.75,0.00712629379395012,0.0154126032679414,-0.0164679048628777,0.030720492450778,0
52,69,-0.00336275902369893,-0.0306936926901432,-0.0284181840271837,0.0216926659797858,0
52.25,69,-0.0034074458856528,-0.0309856533605786,-0.0286797780669657,0.0218648862956601,0
52.5,69,-0.00344932165022527,-0.0312623159591298,-0.0289254728210368,0.0220268295205862,0
52.75,69,-0.00348623981761613,-0.0315118029474713,-0.0291416959207107,0.0221692162854784,0
53,69,-0.00351605388802511,-0.031722236787277,-0.0293148426369237,0.0222827348608735,0
53.25,69,-0.00349102682979493,-0.0316769175331011,-0.0291223342606654,0.0221402806010756,0
53.5,69,-0.00345261896882142,-0.031557503866846,-0.0288496141293799,0.0219443761917371,0
53.75,69,-0.00339677594155255,-0.0313415936571747,-0.0284708299295362,0.0216772780464311,0
54,69,-0.00331949249039363,-0.0310070437026339,-0.0279604937471178,0.0213215087663305,0
54.25,69,-0.00311097033781694,-0.029971522650436,-0.0266743610388278,0.0204524203631939,0
54.5,69,-0.00287376010788905,-0.0287771523768972,-0.0252108315299387,0.0194633113141606,0
54.75,69,-0.00260415596072528,-0.0274035609289774,-0.0235468724428376,0.018338560521387,0
55,69,-0.00229912264255856,-0.0258340589572638,-0.0216638754445087,0.0170656301593916,0
55.25,69,-0.00195461086541182,-0.0240481061905553,-0.0195412278137232,0.0156320060828996,0
55.5,69,-0.00157086059822168,-0.0220452156442368,-0.017180178440299,0.0140384572438556,0
55.75,69,-0.00114878871994455,-0.0198300129502128,-0.0145952008147291,0.01229762337484,0
56,69,-0.00069233571080671,-0.0174236843898164,-0.0118305658912524,0.010445894469639,0
56.25,69,-0.000207671369469764,-0.0148599737896536,-0.00897041108929844,0.00855506835035891,0
56.5,69,0.000298481538836562,-0.0121757777827751,-0.00617615922805268,0.0067731223057258,0
56.75,69,0.000819015244906773,-0.00941020067586614,-0.00384750625352123,0.00548553674333477,0
57,69,0.00134592637633425,-0.00660709414228232,-0.00288224589916929,0.00557409865183779,0
57.25,69,0.00187015538960934,-0.00381577677265043,-0.00367337117292395,0.00741368195214263,0
57.5,69,0.00238278664499024,-0.00108477591533465,-0.00534334869744119,0.0101089219874217,0
57.75,69,0.00287547200642593,0.00154049008169276,-0.00727522473193585,0.0130261687447877,0
58,69,0.00334026472049653,0.00401693794760034,-0.00923238565679489,0.0159129150977879,0
58.25,69,0.00376939134400459,0.00630261462560059,-0.0111066700066573,0.0186454526946665,0
58.5,69,0.00415553951839341,0.00835803563262351,-0.0128333900131547,0.0211444690499415,0
58.75,69,0.00449379642078267,0.0101571729306692,-0.0143738677598798,0.0233614606014452,0
59,69,0.00478258094241356,0.0116921742626818,-0.0157110377593519,0.025276199644179,0
59.25,69,0.00502271433108226,0.0129679280959954,-0.0168431877938345,0.026888616455999,0
59.5,69,0.00521739208881259,0.0140019270527626,-0.0177793503162896,0.0282141344939148,0
59.75,69,0.00537054685610313,0.0148153745321951,-0.0185349583726928,0.0292760520848991,0
60,69,0.00548685420047946,0.0154332812525421,-0.019129987304653,0.0301036957056119,0
60.25,69,0.00553627939804586,0.0157028539979069,-0.0194392277228125,0.0305117865189043,0
60.5,69,0.00555780142403274,0.0158245594761389,-0.0196274531784541,0.0307430560265196,0
60.75,69,0.00555642075444508,0.0158250151163959,-0.0197172667197903,0.0308301082286805,0
61,69,0.00553716386413322,0.0157309756823254,-0.0197313554092583,0.0308056831375247,0
61.25,69,0.00545307729717448,0.0152873269667325,-0.0194483766813078,0.0303545312756568,0
61.5,69,0.00535940404081623,0.0147929389386797,-0.019125552609003,0.0298443606906354,0
61.75,69,0.00525922661838015,0.01426414103899,-0.0187769408806371,0.0292953941173975,0
62,69,0.00515562755318798,0.0137172627084866,-0.0184165074714297,0.0287277625778057,0
52,69.25,-0.00109670369518677,-0.0285747860315899,-0.0264511477828795,0.0242577403925059,0
52.25,69.25,-0.00111677777480212,-0.0288441895683988,-0.0266955286125091,0.0244619730629048,0
52.5,69.25,-0.00113544348199608,-0.0290995657916602,-0.0269251532450944,0.0246542662811022,0
52.75,69.25,-0.0011516347213613,-0.029330016969931,-0.0271274202665844,0.0248241508238618,0
53,69.25,-0.00116428539749041,-0.0295246453717674,-0.0272896946007162,0.0249611238057354,0
53.25,69.25,-0.0011474346522305,-0.0294862489627744,-0.0271076558138015,0.0248127865093405,0
53.5,69.25,-0.0011239405951142,-0.0293798685754374,-0.0268511921525289,0.0246033109623005,0
53.75,69.25,-0.00109178801748935,-0.0291849511941056,-0.0264963452131397,0.024312769178161,0
54,69.25,-0.00104898670712425,-0.0288811809359302,-0.0260195096202676,0.0239215362060191,0
54.25,69.25,-0.000939806298185115,-0.0279351267560461,-0.0248187097569928,0.0229390971606226,0
54.5,69.25,-0.000816382468337387,-0.0268433236115641,-0.0234538492875823,0.0218210843509075,0
54.75,69.25,-0.000676868286328165,-0.0255870846648343,-0.0219038128670626,0.0205500762944062,0
55,69.25,-0.00051975120966104,-0.0241511009363033,-0.0201515945198974,0.0191120921005754,0
55.25,69.25,-0.000342931540326421,-0.0225165903578761,-0.0181785885220883,0.0174927254414354,0
55.5,69.25,-0.000146614574728566,-0.0206830440878977,-0.0159863669165278,0.0156931377670707,0
55.75,69.25,6.87230529816192e-05,-0.0186546908710024,-0.0135894847234859,0.0137269308294491,0
56,69.25,0.000301094906338196,-0.0164509481531323,-0.0110310715136747,0.011633261326351,0
56.25,69.25,0.000547417841211292,-0.0141027626018905,-0.00839323928262842,0.00948807496505101,0
56.5,69.25,0.000804338485837652,-0.0116439767872239,-0.00583448507613493,0.00744316204781023,0
56.75,69.25,0.00106831591633713,-0.00911046147757568,-0.00374436873884328,0.00588100057151754,0
57,69.25,0.00133535450384958,-0.00654243606322226,-0.00299237992689806,0.00566308893459723,0
57.25,69.25,0.001600916149645,-0.00398512297508375,-0.00399157961087708,0.00719341191016707,0
57.5,69.25,0.00186053446643533,-0.001483018845614,-0.00589449538136799,0.00961556431423866,0
57.75,69.25,0.00211002641000479,0.000922231156061517,-0.00806674308059956,0.0122867959006091,0
58,69.25,0.00234540287815376,0.00319112820986766,-0.0102574190674835,0.014948224823791,0
58.25,69.25,0.00256275272237171,0.00528521632753563,-0.0123501845373132,0.0174756899820566,0
58.5,69.25,0.00275839772898475,0.00716830162542937,-0.0142748234415605,0.01979161889953,0
58.75,69.25,0.00292984297297394,0.0088165427196622,-0.0159892120081185,0.0218488979540664,0
59,69.25,0.00307626062169801,0.0102227657539865,-0.0174749628600676,0.0236274841034636,0
