"s","t","mu_weighted","mu_unweighted","simultaneous_lower","simultaneous_upper","simultaneous_excludes_zero"
53.5,65.75,-0.0150849199846814,-0.0421296198235721,-0.0396901772962198,0.009520337326857,0
53.75,65.75,-0.01491314965697,-0.0418080916137965,-0.0392059219985073,0.00937962268456718,0
54,65.75,-0.0146666652073823,-0.0413194380582251,-0.038547291320989,0.00921396090622434,0
54.25,65.75,-0.0139690364718052,-0.0398386302787796,-0.0368344479262317,0.00889637498262131,0
54.5,65.75,-0.0131714117725537,-0.0381340744770377,-0.0348854195133814,0.00854259596827387,0
54.75,65.75,-0.0122609101511389,-0.0361770480579659,-0.0326664119378224,0.00814459163554463,0
55,65.75,-0.0112269805815494,-0.0339440212720528,-0.0301488872346059,0.00769492607150708,0
55.25,65.75,-0.0100559700149903,-0.0314057110436473,-0.0272988824085191,0.00718694237853852,0
55.5,65.75,-0.0087482696647821,-0.028561770182199,-0.0241128876586488,0.00661634832908458,0
55.75,65.75,-0.00730696478377538,-0.0254187983347749,-0.0205996108653194,0.0059856812977686,0
56,65.75,-0.00574563529742207,-0.0220067555904923,-0.016802184927948,0.00531091433310391,0
56.25,65.75,-0.0040856840698805,-0.0183732502026277,-0.0128038639373012,0.00463249579754016,0
56.5,65.75,-0.00235046370666698,-0.0145703143575132,-0.00874851810715902,0.00404759069382507,0
56.75,65.75,-0.00056468739583435,-0.0106530757200465,-0.0049799111579962,0.0038505363663275,0
57,65.75,0.00124386184369972,-0.00668338838182742,-0.00242406087134335,0.00491178455874278,0
57.25,65.75,0.00304381305291782,-0.00273087801774206,-0.00181561137639886,0.00790323748223451,0
57.5,65.75,0.0048042955020752,0.0011359452454666,-0.00224042881813887,0.0118490198222893,0
57.75,65.75,0.00649640839448897,0.00485295670114219,-0.0029923623292913,0.0159851791182692,0
58,65.75,0.00809267760822738,0.00835929972671336,-0.00383887362353128,0.020024228839986,0
58.25,65.75,0.00956627494270116,0.0115956778455754,-0.00469014954236195,0.0238226994277643,0
58.5,65.75,0.0108919586453848,0.0145062874714197,-0.00549915635034781,0.0272830736411175,0
58.75,65.75,0.0120528925222073,0.0170542474695363,-0.00624084851657421,0.0303466335609889,0
59,65.75,0.0130437867228823,0.0192283291141274,-0.00690446309522978,0.0329920365409943,0
59.25,65.75,0.0138675874576773,0.0210353544427003,-0.00748655096192204,0.0352217258772766,0
59.5,65.75,0.0145353837110049,0.0225000003386267,-0.00799105202243344,0.0370618194444432,0
59.75,65.75,0.0150607429237337,0.0236522397100726,-0.00842458024380188,0.0385460660912693,0
60,65.75,0.015459746983411,0.0245274654430206,-0.00879616977961849,0.0397156637464405,0
60.25,65.75,0.0156310194007556,0.0249079387355753,-0.0090499112014899,0.0403119500030011,0
60.5,65.75,0.015706658904536,0.0250788946708175,-0.00925971382722461,0.0406730316362965,0
60.75,65.75,0.0157038327278134,0.0250780251623676,-0.0094362317800783,0.0408438972357051,0
61,65.75,0.0156397971016588,0.0249432168030142,-0.0095899340298971,0.0408695282332148,0
61.25,65.75,0.0153520845342255,0.0243142178900824,-0.00958691032632306,0.0402910793947741,0
61.5,65.75,0.0150315309307139,0.0236133126305226,-0.00956961073002692,0.0396326725914547,0
61.75,65.75,0.0146886996487694,0.0228636398013503,-0.00954346775561617,0.038920867053155,0
62,65.75,0.0143341540460378,0.0220883381795812,-0.00951384411840378,0.0381821522104795,0
52,66,-0.0157473196166113,-0.0420155532551246,-0.0398611089534908,0.0083664697202682,0
52.25,66,-0.0159256586728049,-0.0424292383630012,-0.0401863279303237,0.00833501058471384,0
52.5,66,-0.0160935975033019,-0.0428207285289739,-0.0404915142951531,0.00830431928854927,0
52.75,66,-0.0162431423505873,-0.0431728312663575,-0.0407588243018435,0.00827253960066889,0
53,66,-0.0163662994571458,-0.0434683540884662,-0.0409703184159567,0.00823771950166509,0
53.25,66,-0.0162979497934133,-0.0433841551690543,-0.0407203581461146,0.00812445855928806,0
53.5,66,-0.0161797548226954,-0.0431927166248725,-0.0403657137598328,0.00800620411444204,0
53.75,66,-0.0159966243926602,-0.0428616053607543,-0.0398697994637674,0.00787655067844699,0
54,66,-0.0157336478126746,-0.0423587656315931,-0.0391962781199162,0.00772898249456692,0
54.25,66,-0.0149886572415412,-0.0408362477453126,-0.0374613108360105,0.00748399635292801,0
54.5,66,-0.0141368016036106,-0.0390838199831193,-0.0354855143211662,0.00721191111394514,0
54.75,66,-0.0131643157941124,-0.0370719675979075,-0.0332341738862358,0.00690554229801113,0
55,66,-0.0120599245489731,-0.0347765119333813,-0.0306780157289619,0.00655816663101573,0
55.25,66,-0.0108090457998788,-0.0321673487936028,-0.027782476793634,0.00616438519387634,0
55.5,66,-0.00941208908172628,-0.0292441356023923,-0.0245438768612605,0.00571969869780797,0
55.75,66,-0.00787234945973309,-0.026013657279055,-0.0209712396797239,0.00522654076025774,0
56,66,-0.00620433673635763,-0.0225067039301883,-0.0171088713424259,0.00470019786971062,0
56.25,66,-0.00443092204603839,-0.0187721981765926,-0.0130423550398954,0.00418051094781863,0
56.5,66,-0.00257706062818902,-0.0148636076937457,-0.00891991692332907,0.00376579566695103,0
56.75,66,-0.000669162125671916,-0.0108375802905916,-0.00509239294596981,0.00375406869462598,0
57,66,0.00126308410653377,-0.00675767709628002,-0.00246759231927605,0.00499376053234359,0
57.25,66,0.00318615609973047,-0.00269544782316231,-0.00172349433681383,0.00809580653627477,0
57.5,66,0.00506706645091085,0.00127870412940031,-0.00199059751534301,0.0121247304171647,0
57.75,66,0.00687493285531822,0.00509888181357349,-0.0025921209192105,0.016341986629847,0
58,66,0.00858039821690939,0.00870254548730854,-0.00329947054657193,0.0204602669803907,0
58.25,66,0.010154796535216,0.0120287571880607,-0.00402412260941469,0.0243337156798467,0
58.5,66,0.0115711568389501,0.0150201686949281,-0.00472037279879997,0.0278626864767003,0
58.75,66,0.0128114919254945,0.0176388740220729,-0.0053640019086899,0.0309869857596789,0
59,66,0.0138701528156769,0.0198733281667412,-0.00594423784840926,0.033684543479763,0
59.25,66,0.014750289712902,0.0217305383770418,-0.00645709994374676,0.0359576793695507,0
59.5,66,0.0154637523982084,0.0232358626904647,-0.00690517251692131,0.0378326773133382,0
59.75,66,0.0160250376169521,0.0244201039131317,-0.00729378851737733,0.0393438637512816,0
60,66,0.016451327845093,0.0253196364829047,-0.00763064262892299,0.0405332983191091,0
60.25,66,0.0166343463030709,0.025710619738244,-0.00787011110257637,0.0411388037087182,0
60.5,66,0.0167151937148128,0.0258862638770571,-0.00807340609669254,0.0415037935263182,0
60.75,66,0.0167122115523265,0.0258853071800313,-0.00824982874438961,0.0416742518490427,0
61,66,0.0166438363680401,0.0257466880200574,-0.00840849317263823,0.0416961659087184,0
61.25,66,0.0163364631105746,0.0251001955903022,-0.00843101107712223,0.0411039372982713,0
61.5,66,0.015994003878691,0.0243797982720898,-0.00844214987190087,0.0404301576292829,0
61.75,66,0.0156277441871467,0.0236092778354566,-0.00844653916560177,0.0397020275398951,0
62,66,0.015248969550699,0.0228124160504392,-0.00844873088745264,0.0389466699888507,0
52,66.25,-0.0166153875940315,-0.0428197512575267,-0.0404717676666981,0.00724099247863512,0
52.25,66.25,-0.0168032415774402,-0.0432417835029677,-0.0407986935716521,0.00719221041677166,0
52.5,66.25,-0.0169801502651996,-0.0436411576424837,-0.0411053114270618,0.00714501089666254,0
52.75,66.25,-0.0171377002744642,-0.0440003235657952,-0.0413734054603769,0.00709800491144844,0
53,66.25,-0.0172674782223882,-0.0443017311626217,-0.0415846620071054,0.00704970556232911,0
53.25,66.25,-0.0171958599405983,-0.0442152429476409,-0.0413272814182604,0.0069355615370639,0
53.5,66.25,-0.017071779586023,-0.0440192847027047,-0.0409635029627013,0.0068199437906552,0
53.75,66.25,-0.0168793549732218,-0.0436807484993511,-0.0404561086526557,0.006697398706212,0
54,66.25,-0.0166028927552814,-0.0431669116823638,-0.0397681328600831,0.00656234734952019,0
54.25,66.25,-0.0158192001239086,-0.0416120405626285,-0.0380110553567537,0.00637265510893645,0
54.5,66.25,-0.0149230322762205,-0.0398224777838892,-0.0360090344617002,0.00616296990925925,0
54.75,66.25,-0.013899901979942,-0.0377680938839686,-0.0337266279359769,0.00592682397609299,0
55,66.25,-0.0127379424493749,-0.0354242066502781,-0.0311340189784443,0.00565813407969444,0
55.25,66.25,-0.0114218125399731,-0.0327600749108022,-0.0281962914455834,0.00535266636563712,0
55.5,66.25,-0.00995193706426411,-0.0297753594406434,-0.0249097388705973,0.00500586474206907,0
55.75,66.25,-0.00833178252393062,-0.0264769888788567,-0.0212838899134992,0.004620324865638,0
56,66.25,-0.00657661828209154,-0.0228963973704833,-0.0173643512809099,0.00421111471672679,0
56.25,66.25,-0.00471051471469534,-0.0190835274719237,-0.0132391274404002,0.00381809801100953,0
56.5,66.25,-0.00275973602469371,-0.0150929607997683,-0.00906115694196367,0.00354168489257625,0
56.75,66.25,-0.000752077430997119,-0.0109825248084057,-0.00518968779540109,0.00368553293340685,0
57,66.25,0.00128121468406623,-0.0068171052806221,-0.00251907800465137,0.00508150737278382,0
57.25,66.25,0.00330486142813053,-0.00266974493263524,-0.00167266455137795,0.00828238740763902,0
57.5,66.25,0.00528414651880047,0.00138768370606619,-0.00181488303143813,0.0123831760690391,0
57.75,66.25,0.00718656917011593,0.00528790847733041,-0.00229616258815454,0.0166693009283864,0
58,66.25,0.0089812342602445,0.00896708360413791,-0.00289209364186832,0.0208545621623573,0
58.25,66.25,0.010637974628233,0.0123629974194158,-0.00351535075917237,0.0247913000156383,0
58.5,66.25,0.0121284068375383,0.0154171031465965,-0.00412132929409699,0.0283781429691736,0
58.75,66.25,0.0134336034280634,0.0180906996332131,-0.00468639163214035,0.0315535984882672,0
59,66.25,0.0145476219560027,0.0203719965502436,-0.0051996315299069,0.0342948754419123,0
59.25,66.25,0.0154737791715093,0.0222681449179116,-0.0056565927613861,0.0366041511044046,0
59.5,66.25,0.0162245462499729,0.0238050313442699,-0.00605863990028045,0.0385077324002262,0
59.75,66.25,0.0168151790193538,0.0250141025887848,-0.00641004768451648,0.040040405723224,0
60,66.25,0.0172637589825911,0.0259324946919119,-0.00671744297719809,0.0412449609423803,0
60.25,66.25,0.0174563714026439,0.0263316334748726,-0.00694309109357783,0.0418558338988657,0
60.5,66.25,0.0175414717903497,0.0265109161208022,-0.00713841563721474,0.0422213592179142,0
60.75,66.25,0.0175383608299886,0.0265098927871873,-0.0073116605266406,0.0423883821866178,0
61,66.25,0.0174664392550472,0.0263683179235578,-0.00747089027290422,0.0424037687829985,0
61.25,66.25,0.0171430048786005,0.0257082527759147,-0.00751130967541007,0.0417973194326111,0
61.5,66.25,0.0167826506313656,0.0249727321077769,-0.00754264460231694,0.0411079458650481,0
61.75,66.25,0.0163972519576664,0.0241860365776055,-0.00756894079004873,0.0403634447053816,0
62,66.25,0.0159986843018274,0.0233724468438619,-0.00759415726368311,0.0395915258673379,0
52,66.5,-0.0171805801331995,-0.0433399926175264,-0.0409938978163348,0.00663273754993574,0
52.25,66.5,-0.0173746583152083,-0.0437673731912312,-0.0413234404906408,0.00657412386022413,0
52.5,66.5,-0.0175574337097298,-0.0441718006371845,-0.0416323526467834,0.00651748522732384,0
52.75,66.5,-0.0177202177822921,-0.0445354969228999,-0.0419020844836395,0.00646164891905523,0
53,66.5,-0.0178543219984233,-0.0448406840158902,-0.0421139887641921,0.00640534476734556,0
53.25,66.5,-0.0177805295739207,-0.0447527961830523,-0.0418492934443223,0.00628823429648086,0
53.5,66.5,-0.017652559260134,-0.0445540167953755,-0.0414765302993256,0.00617141177905755,0
53.75,66.5,-0.017454009518528,-0.0442108078574422,-0.0409580075423246,0.00604998850526857,0
54,66.5,-0.0171686738017966,-0.04369002168856,-0.0402562925332968,0.00591894492970358,0
54.25,66.5,-0.0163595647014831,-0.0421146065144441,-0.038476532471651,0.00575740306868477,0
54.5,66.5,-0.0154343018006518,-0.0403014520676068,-0.0364483790194266,0.00557977541812297,0
54.75,66.5,-0.0143779243178933,-0.0382200371985297,-0.0341359018747116,0.00538005323892491,0
55,66.5,-0.0131781775669743,-0.0358453588335896,-0.0315089598900001,0.00515260475605145,0
55.25,66.5,-0.0118192220524513,-0.0331462710304102,-0.0285324885273351,0.00489404442243245,0
55.5,66.5,-0.0103014932061231,-0.0301224355427512,-0.0252029105842114,0.00459992417196524,0
55.75,66.5,-0.00862857009037464,-0.0267808723201824,-0.0215303704476535,0.00427323026690421,0
56,66.5,-0.00681622032313056,-0.0231534255749449,-0.0175617531689209,0.0039293125226598,0
56.25,66.5,-0.00488930076382867,-0.0192906876404152,-0.0133873024911073,0.00360870096344998,0
56.5,66.5,-0.00287493401367822,-0.0152479498814539,-0.00916449698374298,0.00341462895638654,0
56.75,66.5,-0.000801823899655594,-0.0110837914249613,-0.0052619306346966,0.00365828283538541,0
57,66.5,0.00129776209679508,-0.00686394201059399,-0.0025707912324115,0.00516631542600166,0
57.25,66.5,0.00338739278551669,-0.00266239536452452,-0.00167167092584842,0.0084464564968818,0
57.5,66.5,0.00543121797684864,0.00144804018590303,-0.00174369095694929,0.0126061269106466,0
57.75,66.5,0.00739567537688174,0.00539921652213266,-0.00215623158812076,0.0169475823418842,0
58,66.5,0.00924886107327536,0.00912645606659068,-0.00268828283657222,0.0211860049831229,0
58.25,66.5,0.0109596232306822,0.0125667360657965,-0.00325337359961293,0.0251726200609773,0
58.5,66.5,0.012498651923776,0.0156607464981667,-0.0038075674833746,0.0288048713309266,0
58.75,66.5,0.0138464027747716,0.0183692801698285,-0.0043274650962762,0.0320202706458194,0
59,66.5,0.0149967406155396,0.0206803909711443,-0.00480193243536464,0.0347954136664438,0
59.25,66.5,0.0159530912881651,0.0226013217712327,-0.00522618898425904,0.0371323715605893,0
59.5,66.5,0.0167283334840183,0.0241582959281715,-0.00560072856878031,0.0390573955368168,0
59.75,66.5,0.0173382209523447,0.0253831702529664,-0.00592918075931093,0.0406056226640003,0
60,66.5,0.0178014249806457,0.0263135656247361,-0.00621756860048692,0.0418204185617783,0
60.25,66.5,0.0180003295360894,0.0267178996248392,-0.00643247275348598,0.0424331318256647,0
60.5,66.5,0.0180882177668476,0.0268995028468732,-0.00661996955588562,0.0427964050895809,0
60.75,66.5,0.0180850196690982,0.0268984422060761,-0.00678773180936988,0.0429577711475663,0
61,66.5,0.0180107685484614,0.0267549915822264,-0.00694326789617931,0.0429648049931022,0
61.25,66.5,0.0176767955966866,0.0260862900097722,-0.00699123626070039,0.0423448274540736,0
61.5,66.5,0.0173046995087416,0.0253411461330641,-0.0070314159823801,0.0416408149998634,0
61.75,66.5,0.0169067427915753,0.0245441581003824,-0.0070675879948957,0.0408810735780462,0
62,66.5,0.0164951879521363,0.0237199240600076,-0.00710343799742923,0.0400938139017018,0
52,66.75,-0.0173976856448419,-0.0435370640433689,-0.0413088424160621,0.00651347112637839,0
52.25,66.75,-0.0175942066896109,-0.0439663774279064,-0.0416411339844355,0.00645272060521381,0
52.5,66.75,-0.0177792829788614,-0.0443726342558132,-0.0419524955411642,0.00639392958344138,0
52.75,66.75,-0.0179441168255317,-0.0447379763570308,-0.0422241316414586,0.00633589799039521,0
53,66.75,-0.0180799105425597,-0.0450445455614996,-0.0424371524648108,0.00627733137969136,0
53.25,66.75,-0.018005200856881,-0.0449562747320084,-0.0421666372678015,0.00615623555403944,0
53.5,66.75,-0.0178756326487433,-0.0447566124772951,-0.0417867284016651,0.00603546310417848,0
53.75,66.75,-0.0176745983332632,-0.0444118696281868,-0.0412594979185688,0.00591030125204227,0
54,66.75,-0.0173856877650852,-0.0438887490878389,-0.0405472875573614,0.00577591202719096,0
54.25,66.75,-0.0165664263855761,-0.0423062491861256,-0.0387501910621447,0.0056173382909925,0
54.5,66.75,-0.0156295519739287,-0.0404849383456927,-0.0367024622172072,0.00544335826934979,0
54.75,66.75,-0.014559915813044,-0.0383941578565954,-0.0343679907108172,0.00524815908472909,0
55,66.75,-0.0133451092742711,-0.0360087919545052,-0.0317165822101765,0.00502636366163423,0
55.25,66.75,-0.0119690940691793,-0.0332975545651675,-0.0287132890554442,0.00477510091708552,0
55.5,66.75,-0.0104323109093027,-0.0302601056610337,-0.0253548049389024,0.00449018312029703,0
55.75,66.75,-0.00873838377316512,-0.026903496771992,-0.0216519513861254,0.00417518383979514,0
56,66.75,-0.00690327829971716,-0.0232597155662055,-0.0176527495344221,0.00384619293498783,0
56.25,66.75,-0.00495216357930506,-0.0193795823747392,-0.0134493230170747,0.00354499585846458,0
56.5,66.75,-0.00291250291794007,-0.0153186377549935,-0.00920329137355845,0.00337828553767831,0
56.75,66.75,-0.000813360720185006,-0.0111357248574929,-0.00529325687204672,0.00366653543167671,0
57,66.75,0.00131259020721904,-0.00689686964868192,-0.00261584815204987,0.00524102856648794,0
57.25,66.75,0.0034284610804629,-0.00267639927952326,-0.00171631489837474,0.00857323705930054,0
57.5,66.75,0.00549795141471572,0.00145254984052756,-0.00177261834795011,0.0127685211773816,0
57.75,66.75,0.00748707736006508,0.00542152251308588,-0.00216714989945708,0.0171413046195872,0
58,66.75,0.0093635342941072,0.00916554974094185,-0.00268192497972038,0.0214089935679348,0
58.25,66.75,0.0110957791376214,0.012621324834594,-0.00323110902524948,0.0254226673004923,0
58.5,66.75,0.0126541338523189,0.0157292705605133,-0.00377106131341328,0.0290793290180511,0
58.75,66.75,0.0140188086491397,0.0184500031551461,-0.00427832737546673,0.0323159446737461,0
59,66.75,0.0151835913790114,0.020771522786478,-0.00474149311478115,0.0351086758728039,0
59.25,66.75,0.0161519509584216,0.0227011050207778,-0.00515562047435563,0.0374595223911989,0
59.5,66.75,0.0169369278516686,0.0242650913956738,-0.00552070298195165,0.0393945586852889,0
59.75,66.75,0.0175544736611452,0.0254954822434383,-0.00584013548187901,0.0409490828041693,0
60,66.75,0.0180234941481651,0.0264300679040658,-0.00611978748882385,0.0421667757851541,0
60.25,66.75,0.0182248970965196,0.0268362239558768,-0.00632725318214072,0.0427770473751799,0
60.5,66.75,0.0183138897267382,0.027018646155683,-0.00650740323318836,0.0431351826866647,0
60.75,66.75,0.0183106523016886,0.0270175818785039,-0.00666780437034725,0.0432891089737244,0
61,66.75,0.0182354696908547,0.0268734863959048,-0.00681587949057371,0.0432868188722831,0
61.25,66.75,0.0178973033650566,0.0262017735945313,-0.00686157775686864,0.0426561844869818,0
61.5,66.75,0.0175205352108759,0.025453274238275,-0.00689979697099693,0.0419408673927488,0
61.75,66.75,0.0171175817106877,0.024652697252979,-0.00693435337683522,0.0411695167982106,0
62,66.75,0.0167008593468669,0.0238247515644866,-0.00696896095266101,0.0403706796463949,0
52,67,-0.017229954944512,-0.0433797363362906,-0.0413067709226756,0.00684686103365161,0
52.25,67,-0.0174247385550702,-0.0438072343752639,-0.0416410029894743,0.00679152587933387,0
52.5,67,-0.0176081736972007,-0.0442117827670007,-0.0419541015517799,0.00673775415737856,0
52.75,67,-0.0177715370387971,-0.0445756054414862,-0.042227162218653,0.00668408814105875,0
53,67,-0.0179061052477532,-0.0448809263287048,-0.0424411916778627,0.00662898118235632,0
53.25,67,-0.0178318674788154,-0.0447933914456485,-0.0421675375917932,0.00650380263416243,0
53.5,67,-0.0177032349221917,-0.0445949770554484,-0.0417838161306709,0.00637734628628739,0
53.75,67,-0.0175037402988807,-0.0442521489844728,-0.041252171600119,0.00624469100235754,0
54,67,-0.0172171121226248,-0.0437317632835886,-0.0405350321269345,0.00610080788168494,0
54.25,67,-0.0164045722774346,-0.0421569579524099,-0.0387317740779758,0.00592262952310663,0
54.5,67,-0.0154754136043938,-0.0403444392038922,-0.0366773860158164,0.0057265588070287,0
54.75,67,-0.0144146151884352,-0.0382636897517538,-0.0343359382513557,0.00550670787448523,0
55,67,-0.0132098730926943,-0.0358897096731474,-0.0316774928302102,0.00525774664482168,0
55.25,67,-0.0118452813836666,-0.0331913633394957,-0.0286675356477143,0.00497697288038119,0
55.5,67,-0.010321280155192,-0.0301683058555925,-0.0253031488879611,0.00466058857757709,0
55.75,67,-0.00864146352396174,-0.026827554746043,-0.0215958413463276,0.00431291429840414,0
56,67,-0.00682166325124739,-0.0232009484304788,-0.0175945168932723,0.00395119039077748,0
56.25,67,-0.00488683638576896,-0.0193390721970329,-0.0133926632040415,0.00361899043250356,0
56.5,67,-0.00286421464279592,-0.0152972101892294,-0.0091554252789093,0.00342699599331747,0
56.75,67,-0.000782617171930586,-0.0111339342344056,-0.00527162182780867,0.00370638748394749,0
57,67,0.00132555861519938,-0.00691496521550573,-0.00264951283656683,0.0053006300669656,0
57.25,67,0.00342373431582629,-0.00271428569951173,-0.00180256602003291,0.00865003465168548,0
57.5,67,0.00547591486269557,0.00139530699599646,-0.00189585219163242,0.0128476819170236,0
57.75,67,0.00744840229758855,0.00534567513266589,-0.00232110960539937,0.0172179142005765,0
58,67,0.00930916350230163,0.00907215155020377,-0.00286330310486352,0.0214816301094668,0
58.25,67,0.0110269201724015,0.0125117243605227,-0.00343707349976249,0.0254909138445656,0
58.5,67,0.0125722434234942,0.0156050936924915,-0.00399872843918294,0.0291432152861714,0
58.75,67,0.013925508742393,0.0183130609421355,-0.00452449626900641,0.0323755137537923,0
59,67,0.0150805549477176,0.0206236846222532,-0.00500265735663509,0.0351637672520702,0
59.25,67,0.0160408210487224,0.0225442080703279,-0.0054282861092413,0.0375099282066862,0
59.5,67,0.0168192376207386,0.0241008510514999,-0.00580125248762041,0.0394397277290977,0
59.75,67,0.0174316224035373,0.0253254648056656,-0.00612511391255694,0.0409883587196315,0
60,67,0.0178967228481145,0.0262556628859203,-0.00640601492636243,0.0421994606225913,0
60.25,67,0.018096430318787,0.0266599378146024,-0.00660958888438263,0.0428024495219567,0
60.5,67,0.0181846663384678,0.0268415306224898,-0.00678327313311698,0.0431526058100525,0
60.75,67,0.0181814424153245,0.0268404999245347,-0.00693496604654062,0.0432978508771896,0
61,67,0.0181068737912202,0.0266971112533302,-0.00707244645393175,0.0432861940363722,0
61.25,67,0.0177715284806438,0.0260285632228592,-0.00710678727313083,0.0426498442344184,0
61.5,67,0.0173979036392306,0.0252835898300169,-0.0071330036981291,0.0419288109765904,0
61.75,67,0.0169983120551661,0.0244867838273542,-0.00715522478840765,0.0411518488987398,0
62,67,0.0165850665166355,0.0236627379674224,-0.00717747248330609,0.0403476055165772,0
52,67.25,-0.0166408821226334,-0.0428364055592947,-0.0408953249492869,0.00761356070402013,0
52.25,67.25,-0.016829351954746,-0.0432580007474715,-0.0412297449605931,0.00757104105110119,0
52.5,67.25,-0.0170068304170985,-0.0436569827492906,-0.0415429909614392,0.00752933012724221,0
52.75,67.25,-0.0171648694145364,-0.0440158346397198,-0.0418162278822031,0.00748648905313038,0
53,67.25,-0.0172950208519047,-0.0443170394937266,-0.042030539279418,0.00744049757560858,0
53.25,67.25,-0.017222775167292,-0.0442314673439796,-0.0417572988326866,0.00731174849810256,0
53.5,67.25,-0.0170978511464992,-0.0440366317356876,-0.0413742490075889,0.00717854671459042,0
53.75,67.25,-0.0169043009609953,-0.0436994876059214,-0.0408439745917544,0.00703537266976383,0
54,67.25,-0.0166263664454793,-0.0431873743331405,-0.0401293612925382,0.0068766284015796,0
54.25,67.25,-0.0158390188742557,-0.0416363990304059,-0.0383361812328801,0.00665814348436871,0
54.5,67.25,-0.0149387324067066,-0.0398511749929579,-0.0362935907351266,0.00641612592171348,0
54.75,67.25,-0.0139109595607155,-0.0378016308131956,-0.0339662419195681,0.00614432279813709,0
55,67.25,-0.0127437842122211,-0.0354631318064348,-0.0313247910560279,0.00583722263158582,0
55.25,67.25,-0.0114217952727992,-0.0328050100027071,-0.028335515848808,0.00549192530320968,0
55.5,67.25,-0.00994542577326678,-0.0298269121597148,-0.0249959787808441,0.00510512723431054,0
55.75,67.25,-0.00831815811313309,-0.0265357501977332,-0.0213183392665111,0.00468202304024494,0
56,67.25,-0.006555326856762,-0.0229628938305212,-0.0173520339902785,0.00424138027675449,0
56.25,67.25,-0.0046811031030015,-0.0191581879769075,-0.0131912643017266,0.00382905809572363,0
56.5,67.25,-0.00272186049778112,-0.015176108595131,-0.00900388321251005,0.0035601622169478,0
56.75,67.25,-0.000705509744420371,-0.0110743719678911,-0.00518861738070587,0.00377759789186513,0
57,67.25,0.00133657230891531,-0.00691773767646927,-0.00266927626377945,0.00534242088161007,0
57.25,67.25,0.00336895832216956,-0.00277910376383971,-0.00192859307571408,0.00866650972005321,0
57.5,67.25,0.00535678590445797,0.00126979966034381,-0.00211064623197066,0.0128242180408866,0
57.75,67.25,0.00726741741345681,0.00516183390657657,-0.00261448582184155,0.0171493206487552,0
58,67.25,0.00906982708937945,0.00883328110878528,-0.00322804465119119,0.0213676988299501,0
58.25,67.25,0.0107337195268108,0.0122220558038393,-0.00386624188681055,0.0253336809404322,0
58.5,67.25,0.0122305906991455,0.0152697298203296,-0.00448495723690428,0.0289461386351952,0
58.75,67.25,0.0135414309333062,0.0179376845289208,-0.00505983724170068,0.032142699108313,0
59,67.25,0.014660270073214,0.0202141591377548,-0.0055788412313964,0.0348993813778244,0
59.25,67.25,0.0155904373273857,0.0221062939249687,-0.00603722874199754,0.0372181033967689,0
59.5,67.25,0.0163444560005002,0.0236399250192768,-0.00643513014498585,0.0391240421459863,0
59.75,67.25,0.0169376468503856,0.0248464352136696,-0.00677666075935666,0.0406519544601278,0
60,67.25,0.0173881690498499,0.0257628833718926,-0.0070686627248194,0.0418450008245192,0
60.25,67.25,0.0175815901201925,0.0261612357756945,-0.00727210362314328,0.0424352838635282,0
60.5,67.25,0.0176670323042782,0.0263402005368156,-0.00744048354136194,0.0427745481499183,0
60.75,67.25,0.0176638796674113,0.0263392445272373,-0.00758246171552476,0.0429102210503473,0
61,67.25,0.0175916167601489,0.0261980384719579,-0.00770660423127724,0.042889837751575,0
61.25,67.25,0.0172667708499124,0.0255393962199696,-0.00772094433235784,0.0422544860321826,0
61.5,67.25,0.0169048445203482,0.0248054597682729,-0.00772556870361971,0.0415352577443162,0
61.75,67.25,0.0165177648039352,0.0240204579869581,-0.00772518569171258,0.040760715299583,0
62,67.25,0.0161174587331523,0.023208619746116,-0.00772439412038058,0.0399593115866851,0
52,67.5,-0.015634223406522,-0.0419154558467226,-0.0400350459571827,0.00876659914413873,0
52.25,67.5,-0.0158118431589009,-0.0423271475307844,-0.0403672263602114,0.00874354004240962,0
52.5,67.5,-0.0159790871941084,-0.0427167872274224,-0.0406783983555395,0.00872022396732278,0
52.75,67.5,-0.0161279817953226,-0.0430672904845051,-0.0409499976296882,0.00869403403904297,0
53,67.5,-0.0162505532457214,-0.0433615728499003,-0.041163387478334,0.0086622809868912,0
53.25,67.5,-0.0161818074531232,-0.0432791666232445,-0.0408945499544853,0.00853093504823894,0
53.5,67.5,-0.0160633416375083,-0.0430901939349594,-0.040517265442155,0.00839058216713849,0
53.75,67.5,-0.0158801032804519,-0.0427624259340566,-0.0399949486844662,0.00823474212356234,0
54,67.5,-0.0156172189532469,-0.0422640085748669,-0.0392913337884668,0.008056895881973,0
54.25,67.5,-0.0148733753806828,-0.0407526627400138,-0.0375273248264898,0.00778057406512429,0
54.5,67.5,-0.0140229352981813,-0.0390128503138272,-0.0355181023565468,0.00747223176018411,0
54.75,67.5,-0.0130521672938212,-0.0370152438335444,-0.0332293013247643,0.00712496673712194,0
55,67.5,-0.0119498237250805,-0.034735818015753,-0.0306325037609555,0.0067328563107946,0
55.25,67.5,-0.0107013477141107,-0.0321446831454554,-0.0276951442531261,0.00629244882490476,0
55.5,67.5,-0.00930715882340461,-0.0292414741848209,-0.0244153235915755,0.00580100594476625,0
55.75,67.5,-0.00777054658530167,-0.0260329273435766,-0.02080577994005,0.00526468676944666,0
56,67.5,-0.00610598819075152,-0.022549630864881,-0.0169160860109624,0.00470410962945939,0
