"n","ESS","ESS_fraction","minimum","q01","q05","median","mean","q95","q99","maximum","maximum_moment_imbalance","optimizer_convergence"
3240,2777.77563635974,0.857338159370289,0.00999535117198028,0.129149699184784,0.429784650396867,0.974250218672721,1,1.59885024200465,2.41196223736405,5.76507210722976,4.14711222785128e-06,0
