"n","ESS","ESS_fraction","minimum","q01","q05","median","mean","q95","q99","maximum","maximum_moment_imbalance","optimizer_convergence"
5483,4790.08931758598,0.873625627865398,0.00106445545656707,0.204541927748052,0.468150604336926,0.988520232361275,1,1.54759925089987,2.29448198927865,6.58605951287549,2.28085050787085e-06,0
